,년도 및 분기,회사명,지원 직종,지원 유형,학력,과,학점,토익 점수,토스 레벨,오픽 레벨,인턴 경험,자격증 개수,수상내역,자원봉사,해외 경험
220,2016년 하반기,(주)대웅제약,경영·비즈니스기획,신입,서울4년,경영계열,3.54,850.0,,IH,1.0,1.0,,,
221,2017년 하반기,(주)대웅제약,제품영업,신입,서울4년,경제/경영계열,3.6,870.0,Level6,,,,,,
222,2016년 하반기,(주)대웅제약,제품영업,신입,수도권4년,통계학,3.4,880.0,Level6,,,1.0,,,
223,2016년 하반기,(주)대웅제약,품질관리자,신입,대졸4년,화학과,3.55,840.0,Level6,,,,,,
224,2016년 하반기,(주)대웅제약,화학엔지니어,신입,지방4년,나노소재공학부,3.7,690.0,,,,2.0,2.0,,
225,2016년 상반기,(주)대웅제약,온라인마케터,신입,수도권4년,중국언어문화학,4.2,845.0,,,,,,,
226,2016년 하반기,(주)대웅제약,품질관리자,신입,초대졸,전기공학,4.1,,,,,1.0,1.0,,
227,2016년 상반기,(주)대웅제약,자재관리자,신입,지방4년,경영학부,3.9,845.0,Level6,,1.0,4.0,2.0,1.0,
228,2016년 상반기,(주)대웅제약,제품영업,신입,지방4년,광고홍보,4.3,835.0,,,3.0,4.0,,,2.0
229,2016년 상반기,(주)대창,해외영업,신입,수도권4년,중어중문학,4.06,840.0,Level6,,,1.0,,,2.0
230,2016년 하반기,(주)대학내일,온라인마케터,신입,서울4년,미디어커뮤니케이션전공,3.61,810.0,Level6,,2.0,,2.0,2.0,
231,2016년 하반기,(주)더존비즈온,웹개발자,신입,대졸4년,소프트웨어공학과,3.4,,,,,1.0,1.0,1.0,
232,2017년 하반기,(주)델리팜,제품영업,신입,서울4년,무역,3.97,920.0,Level7,,,6.0,2.0,2.0,3.0
233,2020년 하반기,(주)도화엔지니어링,토목기사,신입,지방4년,지역건설공학과,3.42,,Level6,,,4.0,,1.0,
234,2017년 하반기,(주)도화엔지니어링,건축기사,신입,지방4년,환경공학과,4.17,820.0,,,2.0,2.0,1.0,1.0,
235,2015년 하반기,(주)독립문,MD,신입,서울4년,경제학과,3.6,865.0,Level6,,,,,,
236,2022년 상반기,(주)동구바이오제약,품질관리자,신입,서울4년,생물공학과,3.35,895.0,Level6,,1.0,3.0,,1.0,
237,2017년 상반기,(주)동방,자재관리자,신입,서울4년,도시공,4.23,870.0,Level7,,,2.0,,,
238,2016년 하반기,(주)동서기공,현장관리자,신입,지방4년,환경공학,3.11,420.0,,,,2.0,,,
239,2019년 하반기,(주)동아일보사,회계담당자,신입,서울4년,회계학과,3.38,910.0,,IH,,2.0,,,
240,2019년 상반기,(주)동아일보사,재무담당자,신입,서울4년,경제,3.19,865.0,,IH,1.0,1.0,1.0,1.0,1.0
241,2015년 하반기,(주)동아일보사,기자,신입,서울4년,사학,3.6,,,,1.0,,,,
242,2021년 하반기,(주)동양건설산업,사무담당자,신입,서울4년,법학과,4.0,,,,,1.0,,,
243,2022년 하반기,(주)동원F&B,생산·공정관리자,신입,수도권4년,기계과 기계시스템전공,3.5,900.0,,13,,3.0,,1.0,
244,2022년 하반기,(주)동원F&B,품질관리자,신입,지방4년,식품영양학과,3.87,505.0,,,,5.0,1.0,1.0,
245,2022년 상반기,(주)동원F&B,품질관리자,신입,서울4년,식품영양학과,3.83,855.0,Level6,,,4.0,,,
246,2021년 하반기,(주)동원F&B,바이오·제약연구원,신입,대학원,화공생명공학과,4.19,800.0,Level6,,,5.0,1.0,,1.0
247,2021년 상반기,(주)동원F&B,제품영업,신입,서울4년,교육학과,3.82,890.0,Level6,,1.0,2.0,1.0,1.0,
248,2020년 상반기,(주)동원F&B,영업지원,인턴,지방4년,외식산업경영전공,3.72,745.0,Level4,,,5.0,1.0,,
249,2019년 상반기,(주)동원F&B,제품영업,신입,수도권4년,컴퓨터공학과,3.67,700.0,Level6,,,1.0,,3.0,
250,2019년 상반기,(주)동원F&B,영업지원,인턴,지방4년,독어독문학과,3.59,890.0,Level6,,,2.0,2.0,,
251,2018년 상반기,(주)동원F&B,제품영업,신입,수도권4년,컴퓨터공학과,3.67,700.0,Level6,,,1.0,,3.0,
252,2016년 하반기,(주)동원F&B,화학엔지니어,신입,지방4년,환경공학,3.11,420.0,,,,2.0,,,
253,2016년 하반기,(주)동원F&B,영업지원,신입,대졸4년,경영학부,3.82,885.0,Level6,,,2.0,,1.0,
254,2016년 하반기,(주)동원F&B,제품영업,신입,지방4년,농엽경제학과,2.93,,,,,,,,
255,2015년 하반기,(주)동원F&B,화학엔지니어,신입,서울4년,식품생명공학과,4.5,880.0,,IH,,5.0,1.0,1.0,1.0
256,2016년 상반기,(주)동원F&B,제품영업,인턴,지방4년,경영정보학과,3.9,855.0,Level6,,,2.0,,,
257,2016년 상반기,(주)동원F&B,품질관리자,신입,지방4년,식품생명공학과,3.9,810.0,,,,5.0,1.0,,
258,2015년 하반기,(주)동원F&B,영업지원,신입,지방4년,토목공학,3.2,,Level6,,,2.0,,,
259,2015년 하반기,(주)동원F&B,영업지원,인턴,서울4년,글로벌경영,3.0,,Level5,,,5.0,2.0,1.0,
260,2016년 상반기,(주)동진쎄미켐,반도체엔지니어,신입,서울4년,화학생명공학,3.7,615.0,Level6,IL,,,,,
261,2022년 상반기,(주)두산,자재관리자,인턴,대졸4년,사회계열,3.25,,,IH,1.0,3.0,2.0,1.0,
262,2020년 하반기,(주)두산,재무담당자,신입,서울4년,경영학부,3.5,,Level6,,,14.0,11.0,1.0,1.0
263,2016년 하반기,(주)두산,MD,신입,해외대학,신문학,3.7,800.0,Level6,,1.0,1.0,1.0,1.0,1.0
264,2022년 하반기,(주)디에이치엘코리아,무역사무원,신입,지방4년,인도네시아ㆍ말레이시아어과,3.59,905.0,IM3,,1.0,4.0,,1.0,1.0
265,2015년 상반기,(주)디에이치엘코리아,QA,인턴,수도권4년,컴퓨터공학,3.82,735.0,,,,2.0,1.0,,
266,2016년 하반기,(주)레드캡투어,법인영업,신입,수도권4년,관광경영,3.44,895.0,,IH,1.0,3.0,,,2.0
267,2017년 하반기,(주)로컬랩,온라인마케터,신입,수도권4년,전자공학,3.3,,,,,,,,
268,2016년 하반기,(주)롯데닷컴,자재관리자,인턴,서울4년,식품자원경제학,3.74,940.0,Level6,,,,,,
269,2016년 하반기,(주)롯데닷컴,자재관리자,신입,서울4년,도시공학과/국제물류학과,4.2,870.0,Level6,,,2.0,,,
270,2015년 하반기,(주)롯데닷컴,네트워크엔지니어,인턴,수도권4년,서어서문학과,3.6,890.0,,,,1.0,,1.0,
271,2017년 하반기,(주)루트로닉,품질관리자,신입,수도권4년,전자공학,3.3,,,,,,,,
272,2016년 하반기,(주)리노스,재무담당자,신입,수도권4년,경영학과,4.3,910.0,Level7,,,1.0,,1.0,
273,2023년 상반기,(주)마이리얼트립,인바운드상담원,신입,서울4년,경영대학 경영학과,4.13,725.0,IH,,1.0,2.0,,1.0,
274,2023년 상반기,(주)매일방송,기자,신입,대학원,저널리즘학과,4.32,,,,,,,,
275,2016년 하반기,(주)맵퍼스,시스템엔지니어,신입,수도권4년,정보통신전자공,4.02,810.0,Level6,,1.0,3.0,,,
276,2015년 하반기,(주)멀티캠퍼스,법인영업,신입,서울4년,사학,3.6,,,,1.0,,,,
277,2017년 상반기,(주)메디톡스,품질관리자,신입,지방4년,미생물분자생명과학과,4.09,835.0,,,2.0,2.0,,1.0,
278,2015년 상반기,(주)메조미디어,웹기획,신입,서울4년,언론홍보학과,3.3,,Level6,,2.0,2.0,5.0,,1.0
279,2015년 상반기,(주)메조미디어,온라인마케터,인턴,지방4년,광고홍보학과,3.5,,,,,,,,
280,2015년 하반기,(주)모나미,자재관리자,신입,지방4년,국제유통학,3.53,855.0,Level6,,1.0,2.0,,,
281,2021년 상반기,(주)문화방송,그래픽디자이너,신입,서울4년,시각디자인학과,3.2,,,,2.0,,,,
282,2021년 상반기,(주)문화방송,제품디자이너,신입,서울4년,시각디자인학과,3.2,,,,2.0,,,,
283,2018년 상반기,(주)미라콤아이앤씨,시스템엔지니어,신입,수도권4년,컴퓨터공학과,3.67,700.0,Level6,,,1.0,,3.0,
284,2017년 상반기,(주)바로크레디트대부,심사,신입,지방4년,컴퓨터공학,2.5,,,,,1.0,,1.0,
285,2021년 상반기,(주)바이넥스,생산직종사자,신입,서울4년,생물공학과,3.72,860.0,Level6,,,,,,
286,2019년 상반기,(주)바이넥스,온라인마케터,신입,수도권4년,생명화학공학과,3.03,830.0,,IH,1.0,,,,1.0
287,2016년 상반기,(주)바텍,품질관리자,신입,서울4년,전기생체공학부,3.5,735.0,Level6,,1.0,2.0,,3.0,
288,2017년 상반기,(주)바텍이우홀딩스,시스템엔지니어,신입,수도권4년,정보통신공학,3.5,,,,,,,,
289,2021년 하반기,(주)반도건설,전기기사,신입,지방4년,전자공학전공,3.7,920.0,,IH,,2.0,,,
290,2019년 하반기,(주)벡스코,경영·비즈니스기획,신입,지방4년,독어독문학과,3.59,,,,,2.0,2.0,,
291,2015년 하반기,(주)벡스코,경영·비즈니스기획,신입,서울4년,기계공/ 바이오융합기술,2.9,875.0,Level5,,,1.0,3.0,,
292,2021년 하반기,(주)벽산,사무담당자,신입,서울4년,법학과,4.0,,,,,1.0,,,
293,2022년 상반기,(주)벽산,R&D·연구원,신입,대학원,재료공학과,4.31,805.0,Level6,,1.0,,,,1.0
294,2018년 하반기,(주)본푸드시스템,시스템엔지니어,신입,서울4년,정보통신공학과,2.92,,,,,3.0,,2.0,
295,2022년 하반기,(주)부방,설계엔지니어,신입,수도권4년,컴퓨터공학과,2.97,725.0,,,,,,,1.0
296,2015년 하반기,(주)부산도시가스,시설관리자,신입,초대졸,전기공학,4.1,,,,,1.0,1.0,,
297,2021년 하반기,(주)부산롯데호텔,인사담당자,신입,대학원,농업경제학과,3.04,710.0,,,,1.0,,,
298,2021년 하반기,(주)부산은행,금융영업,신입,대학원,경영학과,,,,IH,2.0,5.0,2.0,,1.0
299,2019년 하반기,(주)부산은행,금융영업,신입,서울4년,영어영문학,3.92,980.0,Level7,,,1.0,,,1.0
300,2015년 하반기,(주)부산은행,웹개발자,신입,수도권4년,컴퓨터공학과,3.1,705.0,,,1.0,1.0,,,
301,2019년 하반기,(주)뷰웍스,전기·전자엔지니어,신입,서울4년,전자전기공학부,3.42,920.0,,IM1,,,,,
302,2017년 하반기,(주)뷰웍스,품질관리자,신입,서울4년,시스템경영공학과,3.74,960.0,Level7,,,,,,1.0
303,2016년 하반기,(주)뷰웍스,인바운드상담원,신입,서울4년,전자공학과,3.57,,,,2.0,,,,
304,2023년 상반기,(주)비바리퍼블리카,인바운드상담원,신입,서울4년,경영대학 경영학과,4.13,725.0,IH,,1.0,2.0,,1.0,
305,2021년 상반기,(주)비바리퍼블리카,인사담당자,인턴,서울4년,국제통상학전공,3.39,,Level5,,2.0,4.0,,1.0,1.0
306,2017년 하반기,(주)비상교육,시스템엔지니어,신입,서울4년,산업시스템공학과,3.47,755.0,,IM2,1.0,3.0,,3.0,
307,2016년 하반기,(주)비상교육,학습지·방문교사,신입,서울4년,수학/통계학,3.19,685.0,,,,,,,
308,2015년 상반기,(주)빙글,웹퍼블리셔,신입,서울4년,경영학과,3.9,890.0,,AL,2.0,,1.0,,
309,2021년 상반기,(주)사조대림,바이오·제약연구원,신입,수도권4년,식품생명공학과,3.51,870.0,,,2.0,2.0,,,
310,2015년 상반기,(주)사조대림,영업지원,신입,지방4년,행정학과,4.1,830.0,,,,1.0,,1.0,1.0
311,2021년 하반기,(주)삼양사,품질관리자,인턴,서울4년,식품영양학,3.83,855.0,Level6,,,4.0,,,
312,2022년 상반기,(주)삼양사,온라인마케터,신입,대졸4년,사회계열,3.25,,,IH,1.0,3.0,2.0,1.0,
313,2020년 하반기,(주)삼양사,재무담당자,신입,서울4년,경영학부,3.5,,Level6,,,14.0,11.0,1.0,1.0
314,2019년 하반기,(주)삼양사,품질관리자,신입,지방4년,고분자공학과,3.62,985.0,,AL,1.0,3.0,1.0,3.0,
315,2017년 하반기,(주)삼양사,품질관리자,인턴,서울4년,화학공학,3.51,880.0,Level6,,,4.0,,,
316,2016년 하반기,(주)삼양사,경영·비즈니스기획,신입,서울4년,국제통상학과,3.7,870.0,Level6,,1.0,1.0,1.0,4.0,
317,2015년 하반기,(주)삼양사,화학엔지니어,신입,지방4년,섬유시스템공학과,3.5,805.0,,,1.0,1.0,,1.0,
318,2014년 하반기,(주)삼양사,품질관리자,인턴,지방4년,기계공학과,3.5,835.0,Level5,,1.0,2.0,1.0,1.0,
319,2022년 하반기,(주)삼양홀딩스,품질관리자,신입,서울4년,생명과학부,4.05,,,IH,,,,,
320,2022년 상반기,(주)삼양홀딩스,품질관리자,신입,서울4년,화학신소재공학과,3.65,,,IH,1.0,,,,
321,2021년 상반기,(주)삼양홀딩스,회계담당자,신입,대학원,경영학과,3.78,835.0,Level7,,,7.0,,,
322,2020년 하반기,(주)삼양홀딩스,간호사,인턴,서울4년,간호학과,3.37,875.0,,IH,,1.0,,1.0,1.0
323,2018년 하반기,(주)삼양홀딩스,품질관리자,신입,지방4년,섬유시스템공학과,3.8,,Level6,,,,,,2.0
324,2019년 상반기,(주)삼양홀딩스,인사담당자,신입,서울4년,경제학부,3.09,965.0,Level6,,,1.0,,,
325,2018년 하반기,(주)삼양홀딩스,품질관리자,인턴,서울4년,식품공학과(공학),4.08,855.0,Level6,,1.0,2.0,,,
326,2017년 상반기,(주)삼양홀딩스,시설관리자,신입,서울4년,안전공,3.74,,,IM2,,3.0,,1.0,
327,2016년 하반기,(주)삼양홀딩스,인사담당자,인턴,서울4년,경영학과,3.8,945.0,Level7,,2.0,,,,
328,2016년 하반기,(주)삼양홀딩스,온라인마케터,인턴,서울4년,경영,3.69,900.0,,,,,,,
329,2016년 상반기,(주)상아프론테크,화학엔지니어,신입,서울4년,화학생명공학,3.7,615.0,Level6,IL,,,,,
330,2020년 상반기,(주)서브원,제품영업,신입,수도권4년,경제학과,4.05,890.0,,IH,2.0,4.0,1.0,,2.0
331,2019년 하반기,(주)서브원,법인영업,신입,지방4년,독어독문학과,3.59,,,,,2.0,2.0,,
332,2019년 상반기,(주)서브원,제품영업,인턴,서울4년,경영학부,3.65,960.0,,AL,3.0,,,4.0,1.0
333,2018년 하반기,(주)서브원,인사담당자,신입,수도권4년,경영대학 경영학과,3.67,775.0,,,1.0,4.0,1.0,,3.0
334,2018년 하반기,(주)서브원,환경기사,신입,서울4년,기계계열,3.56,970.0,,IH,,1.0,,,
335,2018년 하반기,(주)서브원,영업지원,신입,서울4년,행정학과,3.49,940.0,Level6,,,4.0,2.0,2.0,2.0
336,2018년 상반기,(주)서브원,사무담당자,신입,초대졸,국제경영학,3.76,,,,,5.0,1.0,1.0,
337,2017년 하반기,(주)서브원,구매관리자,신입,초대졸,국제경영학과,3.76,,,,,4.0,1.0,,
338,2016년 상반기,(주)서브원,인사담당자,신입,서울4년,경영학과,3.8,945.0,Level7,,2.0,,,,
339,2016년 하반기,(주)서브원,구매관리자,신입,서울4년,도시공학과/국제물류학과,4.2,870.0,Level6,,,1.0,,,
340,2016년 상반기,(주)서브원,현장관리자,신입,서울4년,건축공학부,3.6,825.0,,IH,,1.0,,,
341,2016년 상반기,(주)서브원,제품영업,신입,서울4년,경영학부,3.8,930.0,Level7,,,,,,
342,2016년 상반기,(주)서브원,자재관리자,신입,서울4년,법학,3.6,850.0,,IH,,1.0,,,
343,2015년 상반기,(주)서브원,구매관리자,신입,서울4년,전자공학과,3.4,890.0,,,,,,,
344,2015년 상반기,(주)서브원,구매관리자,신입,서울4년,정보통신전자공학,3.7,,Level6,,,,,,
345,2016년 하반기,(주)서울제약,제품영업,신입,지방4년,발명특허,3.93,,,,,1.0,,,
346,2016년 상반기,(주)서진캠,품질관리자,신입,지방4년,산업경영공학과,3.8,,,,,1.0,,1.0,
347,2021년 상반기,(주)선진,제품영업,신입,해외대학,Business Administration,2.92,755.0,,IH,1.0,5.0,1.0,,3.0
348,2020년 상반기,(주)선진,제품영업,신입,지방4년,생물학과,2.69,,,IM2,,2.0,,1.0,
349,2018년 상반기,(주)선진,경영·비즈니스기획,신입,해외대학,경제학과,3.02,890.0,Level7,,1.0,1.0,1.0,,2.0
350,2017년 상반기,(주)선진,경영·비즈니스기획,신입,서울4년,경제,3.34,815.0,,,,,,,
351,2017년 하반기,(주)선진,품질관리자,신입,수도권4년,전자공학,3.3,,,,,,,,
352,2015년 하반기,(주)선진,앱개발자,신입,지방4년,컴퓨터공학부,3.8,760.0,,,1.0,5.0,2.0,,
353,2014년 하반기,(주)선진,앱개발자,신입,지방4년,컴퓨터공학부,3.8,760.0,,,1.0,5.0,2.0,,
354,2019년 하반기,(주)성우하이텍,재무담당자,신입,지방4년,회계학과,4.01,,,,1.0,5.0,,1.0,
355,2015년 하반기,(주)성우하이텍,기계엔지니어,신입,지방4년,기계공학과,3.8,840.0,Level6,,,2.0,,1.0,
356,2015년 하반기,(주)성우하이텍,기계엔지니어,신입,서울4년,기계공/ 바이오융합기술,2.9,875.0,Level5,,,1.0,3.0,,
357,2015년 하반기,(주)성우하이텍,설계엔지니어,신입,수도권4년,기계공학과,3.2,800.0,Level5,,,,,,
358,2022년 하반기,(주)세계일보,기자,신입,대학원,저널리즘학과,4.32,,,,,,,,
359,2022년 상반기,(주)세아베스틸,재무담당자,신입,수도권4년,경제학과,3.62,840.0,,IH,3.0,3.0,,,
360,2021년 하반기,(주)세아창원특수강,생산직종사자,신입,수도권4년,기계공학과,3.9,930.0,Level6,,,1.0,,,
361,2023년 상반기,(주)세아특수강,해외영업,신입,수도권4년,무역학부,3.77,990.0,,,2.0,6.0,,,
362,2023년 하반기,(주)셀트리온제약,공무,신입,초대졸,로봇공학과,3.89,450.0,,,1.0,4.0,,,
363,2022년 하반기,(주)셀트리온제약,경영·비즈니스기획,신입,서울4년,공공인재학부,4.07,815.0,Level6,,1.0,1.0,,,
364,2021년 상반기,(주)셀트리온제약,제품영업,신입,수도권4년,식품생명공학과,3.51,870.0,,,2.0,2.0,,,
365,2023년 하반기,(주)셀트리온헬스케어,보안엔지니어,인턴,대졸4년,Information security,2.9,,,,,8.0,1.0,,1.0
366,2017년 하반기,(주)수협유통,금융영업,신입,서울4년,금융학과,3.7,,,,1.0,1.0,,1.0,
367,2022년 상반기,(주)슈피겐코리아,해외영업,신입,수도권4년,무역학부,3.77,990.0,,,2.0,6.0,,,
368,2020년 하반기,(주)슈피겐코리아,그래픽디자이너,신입,서울4년,시각디자인학과,3.2,,,,2.0,,,,
369,2020년 상반기,(주)슈피겐코리아,제품영업,신입,서울4년,정치외교학과,3.99,,,IH,2.0,2.0,7.0,2.0,3.0
370,2017년 하반기,(주)슈피겐코리아,영업지원,신입,서울4년,행정학과,3.41,,,,,2.0,,1.0,
371,2017년 하반기,(주)슈피겐코리아,영업지원,신입,초대졸,국제경영학,3.76,,,,,5.0,1.0,1.0,
372,2020년 하반기,(주)스마일게이트엔터테인먼트,재무담당자,인턴,서울4년,경영학부,3.5,,Level6,,,14.0,11.0,1.0,1.0
373,2017년 하반기,(주)스마일게이트엔터테인먼트,네트워크엔지니어,신입,수도권4년,사이버보안학과,4.18,895.0,,,1.0,1.0,,,
374,2016년 하반기,(주)스마일게이트엔터테인먼트,웹개발자,신입,지방4년,컴퓨터정보학과,3.14,695.0,,,,1.0,2.0,1.0,
375,2016년 하반기,(주)스마일게이트엔터테인먼트,온라인마케터,신입,초대졸,미디어학과,4.1,910.0,Level6,M2,1.0,,1.0,2.0,1.0
376,2015년 하반기,(주)스마일게이트엔터테인먼트,웹기획,신입,서울4년,파이낸스경영학과,3.6,965.0,,AL,2.0,1.0,,,1.0
377,2015년 하반기,(주)스마일게이트엔터테인먼트,앱개발자,신입,지방4년,컴공,4.2,800.0,Level6,,,,,,
378,2023년 상반기,(주)스마트로,백엔드개발자,신입,지방4년,컴퓨터소프트웨어공학과,4.12,,,,1.0,2.0,,,
379,2019년 하반기,(주)스펙업애드,온라인마케터,신입,수도권4년,광고홍보학과,4.3,,,,,,,,2.0
