Combination: ('년도 및 분기',)
년도 및 분기,count
수도권4년,사이버보안학과,6
지방4년,소프트웨어학과,6
서울4년,신문방송,6
대학원,컨벤션호텔경영학과,6
지방4년,신소재공학부 금속신소재공학전공,6
대학원,전기공학과,6
서울4년,불어불문,6
수도권4년,국제통상,6
서울4년,수학,6
수도권4년,기계공학,6
해외대학,회계,6
지방4년,국제통상학부,6
초대졸,미디어학과,6
서울4년,국제통상학전공,6
대졸4년,컴퓨터학부,6
서울4년,영어통번역학과,6
서울4년,파이낸스경영학과,6
지방4년,환경공학,6
대졸4년,응용통계학과,6
수도권4년,응용통계학과,6
서울4년,융합전자공학부,6
대학원,석유공학,6
수도권4년,행정학과,6
지방4년,전기전자공학과,6
서울4년,국어국문학,6
서울4년,산업공학,6
지방4년,제어계측공학과,6
대학원,물리학과,6
초대졸,신재생전기계열,5
서울4년,수학과,5
서울4년,상경대학계열,5
서울4년,소프트웨어공학과,5
서울4년,생명환경공학,5
수도권4년,컴퓨터과학,5
대졸4년,전자공학전공,5
지방4년,국제통상전공,5
서울4년,시스템경영공학과,5
수도권4년,식품생명공학과,5
초대졸,전기공학,5
서울4년,식품공학과(공학),5
수도권4년,컴퓨터정보공학,5
서울4년,영어통번역전공,5
서울4년,창의기술 매니지먼트전공,5
대졸4년,산업경영공학과,5
지방4년,행정학,5
수도권4년,경영정보,5
대졸4년,통계,5
지방4년,경영관리전공,5
수도권4년,산업경영공학,5
서울4년,컴퓨터소프트웨어,5
수도권4년,국제경영학과,5
수도권4년,기계과,5
서울4년,글로벌금융전공,5
대학원,환경보건학과,5
지방4년,중국지역통상학과,5
지방4년,전자공학전공,5
지방4년,컴공,5
서울4년,기계시스템디자인공학과,5
서울4년,기술경영,5
지방4년,금속신소재공학과,5
대학원,저널리즘학과,5
대학원,유기나노시스템공학과,5
지방4년,지역환경기반공학,5

Combination: ('학력', '지원 직종')
학력,지원 직종,count
서울4년,경영·비즈니스기획,216
서울4년,영업지원,206
서울4년,사무담당자,191
서울4년,제품영업,179
지방4년,품질관리자,171
수도권4년,품질관리자,146
지방4년,사무담당자,141
서울4년,품질관리자,128
서울4년,앱개발자,108
서울4년,재무담당자,101
지방4년,영업지원,100
서울4년,온라인마케터,96
서울4년,인사담당자,93
서울4년,금융영업,91
지방4년,제품영업,86
서울4년,전기·전자엔지니어,82
서울4년,자재관리자,77
수도권4년,제품영업,73
서울4년,해외영업,69
수도권4년,사무담당자,68
서울4년,시스템엔지니어,68
고졸,전기·전자엔지니어,67
수도권4년,영업지원,67
지방4년,앱개발자,65
지방4년,경영·비즈니스기획,64
서울4년,화학엔지니어,59
지방4년,기계엔지니어,59
수도권4년,앱개발자,57
서울4년,기계엔지니어,57
서울4년,반도체엔지니어,53
지방4년,전기·전자엔지니어,49
수도권4년,시스템엔지니어,46
서울4년,웹개발자,46
지방4년,금융영업,44
지방4년,자재관리자,43
서울4년,MD,42
대학원,사무담당자,42
대학원,화학엔지니어,40
수도권4년,경영·비즈니스기획,40
서울4년,회계담당자,37
대학원,반도체엔지니어,36
지방4년,반도체엔지니어,34
수도권4년,자재관리자,34
지방4년,생산직종사자,33
수도권4년,전기·전자엔지니어,33
수도권4년,반도체엔지니어,33
지방4년,화학엔지니어,31
대학원,경영·비즈니스기획,31
수도권4년,금융영업,31
대학원,품질관리자,31
수도권4년,기계엔지니어,31
고졸,사무담당자,30
서울4년,기술·전문강사,29
수도권4년,웹개발자,28
서울4년,현장관리자,28
서울4년,전기기사,28
지방4년,웹개발자,27
수도권4년,재무담당자,26
수도권4년,네트워크엔지니어,26
대졸4년,앱개발자,25
서울4년,건축기사,25
서울4년,구매관리자,25
대학원,앱개발자,24
서울4년,네트워크엔지니어,23
수도권4년,해외영업,22
고졸,회계담당자,22
수도권4년,온라인마케터,22
서울4년,생산직종사자,22
대학원,바이오·제약연구원,21
지방4년,네트워크엔지니어,21
지방4년,시설관리자,21
수도권4년,회계담당자,21
서울4년,머신러닝엔지니어,20
서울4년,설계엔지니어,20
지방4년,현장관리자,19
수도권4년,설계엔지니어,19
고졸,생산직종사자,19
대학원,인사담당자,19
초대졸,생산직종사자,19
지방4년,시스템엔지니어,19
지방4년,건축기사,19
대학원,R&D·연구원,18
수도권4년,화학엔지니어,18
지방4년,해외영업,18
수도권4년,구매관리자,18
고졸,기계엔지니어,17
서울4년,IT·기술영업,17
대졸4년,경영·비즈니스기획,17
수도권4년,생산직종사자,17
대졸4년,영업지원,16
지방4년,사무보조,16
대학원,기계엔지니어,15
서울4년,경영지원,15
수도권4년,IT·기술영업,15
해외대학,온라인마케터,15
대졸4년,온라인마케터,14
고졸,전기기사,14
지방4년,온라인마케터,14
고졸,금융영업,14
서울4년,매장관리자,13
수도권4년,백엔드개발자,13
서울4년,웹기획,13
서울4년,시설관리자,13
해외대학,경영·비즈니스기획,13
대졸4년,자재관리자,13
서울4년,설문·리서치,13
지방4년,회계담당자,13
대학원,전기·전자엔지니어,12
지방4년,설계엔지니어,12
대학원,영업지원,12
고졸,품질관리자,12
서울4년,인바운드상담원,12
지방4년,IT·기술영업,11
대학원,기술·전문강사,11
대졸4년,금융영업,11
대졸4년,제품영업,11
대졸4년,웹개발자,11
대학원,해외영업,11
수도권4년,인사담당자,10
서울4년,소프트웨어개발자,10
서울4년,QA,9
지방4년,백엔드개발자,9
수도권4년,현장관리자,9
초대졸,품질관리자,9
지방4년,통신엔지니어,9
수도권4년,전기기사,9
해외대학,구매관리자,9
대졸4년,해외영업,9
수도권4년,설치·수리기사,9
대졸4년,사무담당자,9
서울4년,홍보,9
서울4년,마케팅기획,8
대학원,금융영업,8
지방4년,구매관리자,8
서울4년,법인영업,8
서울4년,통신엔지니어,8
수도권4년,매장관리자,8
지방4년,토목기사,8
지방4년,전기기사,8
수도권4년,R&D·연구원,8
대졸4년,인사담당자,7
지방4년,인바운드상담원,7
서울4년,무역사무원,7
초대졸,영업지원,7
수도권4년,사무보조,7
대졸4년,건축기사,7
해외대학,해외영업,7
초대졸,사무담당자,7
지방4년,설비엔지니어,7
대학원,소프트웨어개발자,7
대졸4년,품질관리자,7
지방4년,기술·전문강사,7
대학원,시스템엔지니어,7
해외대학,제품영업,6
대학원,회계담당자,6
서울4년,설치·수리기사,6
고졸,제품영업,6
지방4년,재무담당자,6
수도권4년,심사,6
대학원,제품영업,6
지방4년,QA,6
고졸,경영·비즈니스기획,6
초대졸,제품영업,6
초대졸,경영·비즈니스기획,6
지방4년,매장관리자,6
대학원,생산직종사자,6
대학원,네트워크엔지니어,6
서울4년,바이오·제약연구원,6
수도권4년,MD,6
수도권4년,QA,6
지방4년,환경기사,6
서울4년,그래픽디자이너,6
대학원,머신러닝엔지니어,6
수도권4년,법인영업,5
서울4년,웹퍼블리셔,5
수도권4년,물류관리자,5
수도권4년,인바운드상담원,5
수도권4년,무역사무원,5
수도권4년,건축기사,5
지방4년,영업관리,5
해외대학,영업지원,5
지방4년,생산·공정관리자,5
대학원,기자,5
대학원,시설관리자,5
지방4년,의사,5
대학원,통신엔지니어,5

Combination: ('과', '지원 직종')
과,지원 직종,count
0,전기·전자엔지니어,67
경영학과,사무담당자,61
기계공학과,기계엔지니어,51
행정학과,사무담당자,48
컴퓨터공학,앱개발자,47
컴퓨터공학과,웹개발자,42
전자공학,전기·전자엔지니어,40
화학공학,품질관리자,40
경영학과,경영·비즈니스기획,34
컴퓨터학부,앱개발자,34
컴퓨터공학부,앱개발자,33
경영학과,제품영업,33
0,사무담당자,30
경영학과,인사담당자,29
경제학과,제품영업,27
컴퓨터공학과,앱개발자,27
경제학과,사무담당자,25
화학공학과,품질관리자,25
전기전자,전기기사,25
경영학부,재무담당자,24
경영학과,재무담당자,24
경제학과,재무담당자,23
법학과,사무담당자,23
컴퓨터학부,시스템엔지니어,22
경영학과,영업지원,22
0,회계담당자,22
산업경영공학과,품질관리자,22
전기전자,전기·전자엔지니어,22
경영학부,금융영업,21
경영학,영업지원,21
컴퓨터공학부,시스템엔지니어,20
경영계열,경영·비즈니스기획,20
기계공학과,품질관리자,20
노인복지보건,사무담당자,20
경제학과,경영·비즈니스기획,20
경영학과,회계담당자,19
0,생산직종사자,19
국제의료경영학과,경영·비즈니스기획,19
전자공학과,전기·전자엔지니어,18
기계공학,기계엔지니어,18
경제학과,회계담당자,18
회계세무학과,재무담당자,18
법,제품영업,18
경영학과,금융영업,18
전기생체공학부,전기·전자엔지니어,18
기계설계공학과,기계엔지니어,17
경영학과,온라인마케터,17
기계공학과,설계엔지니어,17
컴퓨터공학,기술·전문강사,17
공공인재학부,경영·비즈니스기획,17
0,기계엔지니어,17
컴퓨터공학과,시스템엔지니어,17
경영학부,사무담당자,16
전자공학,품질관리자,16
소프트웨어공학과,웹개발자,16
기계공학과,생산직종사자,16
경제,사무담당자,16
경영학부,제품영업,16
경영학과,경영지원,16
경영학부,경영·비즈니스기획,15
중국어교육전공,인사담당자,15
경제학과,영업지원,15
식품영양학과,품질관리자,14
0,전기기사,14
0,금융영업,14
환경공학과,화학엔지니어,14
산업공학,품질관리자,14
산업공학과,품질관리자,14
기계설계공학과,품질관리자,14
식품생명공학과,화학엔지니어,14
경영학부,영업지원,14
기계공학과,반도체엔지니어,13
컴퓨터공학부,웹개발자,13
경제,경영·비즈니스기획,13
국제물류학과,자재관리자,13
전자공학과,품질관리자,13
경영학과 마케팅경영전공,사무담당자,13
컴퓨터소프트웨어공학과,백엔드개발자,13
안전공학과,시설관리자,12
응용통계학과,머신러닝엔지니어,12
화학공학,화학엔지니어,12
전기공학과,전기·전자엔지니어,12
건축공학과,현장관리자,12
전자공학과,반도체엔지니어,12
전자공학부,반도체엔지니어,12
0,품질관리자,12
공공인재학부,재무담당자,11
경영,영업지원,11
영어영문학,인사담당자,11
영어영문학과,사무담당자,11
휴먼ICT융합학과,앱개발자,11
산업시스템공학과,앱개발자,11
건축공학부,건축기사,11
무역학과,경영·비즈니스기획,11
도시공학과/국제물류학과,자재관리자,11
회계세무학과,회계담당자,11
화학공학부,품질관리자,11
국제통상학과,자재관리자,10
전자공학과,앱개발자,10
경제학부,영업지원,10
회계세무학과,사무담당자,10
응용화학생명공학과,품질관리자,10
화학과,품질관리자,10
행정학과,영업지원,10
경영학부,해외영업,10
국제통상학과,제품영업,10
무역학과,제품영업,10
전자공학과,백엔드개발자,10
관광경영,제품영업,10
반도체&디스플레이과학경영학과,화학엔지니어,10
화공생명공학과,품질관리자,10
컴퓨터공학,시스템엔지니어,10
영어교육학과,영업지원,10
통계학,제품영업,9
경제통상학부,사무담당자,9
화학공학,반도체엔지니어,9
경영학,경영·비즈니스기획,9
컴퓨터소프트웨어공학전공,앱개발자,9
노인복지보건학과,사무담당자,9
